"","ID","Status","Name","Locus.Tag","NCBI.Acc..","Paralog..","Expr.Sig","SeqType"
"332","CONTIG05029",2,"Aedes aegypti AAEL000171-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658884",0,"X01","CONTIG"
"333","CONTIG13968",2,"Aedes aegypti AAEL008260-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659035",0,"X01","CONTIG"
"334","CONTIG12891",2,"Aedes aegypti AAEL005830-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651448",0,"010","CONTIG"
"335","CONTIG00203",2,"Culex quinquefasciatus forkhead protein/ forkhead protein domain, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001859147",0,"010","CONTIG"
"336","CONTIG09910",2,"PREDICTED: Bactrocera cucurbitae uncharacterized LOC105219772 (LOC105219772), transcript variant X1, ncRNA","LOC105219772","XR_852217",0,"101","CONTIG"
"337","CONTIG17787",2,"PREDICTED: Musca domestica putative nuclease HARBI1 (LOC101899534), mRNA","LOC101899534","XM_005183282",0,"X01","CONTIG"
"338","CONTIG08775",3,"PREDICTED: Papilio machaon RNA-directed DNA polymerase from mobile element jockey-like (LOC106708224), mRNA","LOC106708224","XM_014499704",2,"100","CONTIG"
"339","CONTIG20818",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001867135",0,"101","CONTIG"
"340","CONTIG20817",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001864851",1,"101","CONTIG"
"341","CONTIG00233",2,"Aedes aegypti AAEL005530-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650984",0,"X01","CONTIG"
"342","CONTIG05341",2,"Aedes aegypti AAEL004719-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649623",0,"010","CONTIG"
"343","CONTIG00674",2,"Aedes aegypti AAEL004279-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648808",0,"X01","CONTIG"
"344","CONTIG13934",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001859165",1,"X10","CONTIG"
"345","F5BTJ3O01AZ1NT",3,"Aedes aegypti AAEL007898-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652939",5,"101","SINGLETON"
"346","F5BTJ3O02HSQ9U",3,"Anopheles gambiae str. PEST AGAP009554-PA (AgaP_AGAP009554) mRNA, complete cds","AgaP_AGAP009554","XM_310129",7,"X01","SINGLETON"
"347","CONTIG00124",2,"Aedes aegypti AAEL010145-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654218",0,"101","CONTIG"
"348","F5BTJ3O01CTZY3",3,"Aedes aegypti AAEL000589-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648608",1,"X10","SINGLETON"
"349","CONTIG13300",2,"Aedes aegypti AAEL008494-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659229",0,"010","CONTIG"
"350","CONTIG17483",2,"Aedes aegypti AAEL012195-RB mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662262",0,"010","CONTIG"
"351","CONTIG01629",2,"Culex quinquefasciatus transcription initiation factor IIE subunit alpha, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001870378",0,"010","CONTIG"
"352","CONTIG19803",2,"PREDICTED: Acyrthosiphon pisum uncharacterized LOC100572717 (LOC100572717), mRNA","LOC100572717","XM_003248251",0,"X01","CONTIG"
"353","CONTIG01636",2,"Aedes aegypti AAEL002269-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661117",0,"X01","CONTIG"
"354","CONTIG14281",2,"Culex quinquefasciatus purine nucleoside phosphorylase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849109",0,"X01","CONTIG"
"355","CONTIG13319",2,"Aedes aegypti AAEL014828-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649635",0,"101","CONTIG"
"356","CONTIG01030",2,"Culex quinquefasciatus cuticle protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844902",0,"011","CONTIG"
"357","CONTIG02585",2,"Culex quinquefasciatus 40S ribosomal protein S4, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844853",0,"010","CONTIG"
"358","F5BTJ3O01CHEX7",3,"Culex quinquefasciatus 60S ribosomal protein L6, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001864457",1,"010","SINGLETON"
"359","F5BTJ3O02FZW1X",2,"Anopheles gambiae str. PEST AGAP000382-PA (CPF4) mRNA, complete cds","CPF4","XM_310726",0,"011","SINGLETON"
"360","CONTIG23005",2,"Culex quinquefasciatus hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001845058",0,"001","CONTIG"
"361","CONTIG03849",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001842246",0,"010","CONTIG"
"362","CONTIG19121",2,"Anopheles gambiae str. PEST AGAP007087-PA (AgaP_AGAP007087) mRNA, complete cds","AgaP_AGAP007087","XM_001237124",0,"010","CONTIG"
"363","CONTIG02953",2,"Aedes aegypti AAEL008083-RA (RSSA_AEDAE_a), partial mRNA","RSSA_AEDAE_a","XM_001653037",0,"010","CONTIG"
"364","F5BTJ3O01BES3B",3,"Aedes aegypti AAEL002595-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655656",1,"101","SINGLETON"
"365","CONTIG05220",2,"Culex quinquefasciatus cuticle protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001845064",0,"001","CONTIG"
"366","CONTIG02111",2,"Aedes aegypti AAEL003049-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662924",0,"X01","CONTIG"
"367","CONTIG00174",2,"Aedes aegypti AAEL014600-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649038",0,"X01","CONTIG"
"368","CONTIG00087",2,"Anopheles gambiae str. PEST AGAP002049-PA (AgaP_AGAP002049) mRNA, complete cds","AgaP_AGAP002049","XM_550759",0,"010","CONTIG"
"369","CONTIG13136",2,"Culex quinquefasciatus phosphoserine aminotransferase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849351",0,"X01","CONTIG"
"370","CONTIG15511",2,"Culex quinquefasciatus ribosomal protein S16, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849589",0,"010","CONTIG"
"371","CONTIG00885",2,"Aedes aegypti AAEL013981-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657197",0,"101","CONTIG"
"372","CONTIG13569",2,"Aedes aegypti AAEL008103-RB mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653071",0,"010","CONTIG"
"373","CONTIG09214",2,"Aedes aegypti AAEL011447-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661620",0,"010","CONTIG"
"374","CONTIG05284",2,"Culex quinquefasciatus ribosomal protein L19, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001864829",0,"010","CONTIG"
"375","CONTIG12985",2,"Culex quinquefasciatus 40S ribosomal protein S5, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001846929",0,"010","CONTIG"
"376","CONTIG03208",2,"Aedes aegypti AAEL009341-RA (AAEL801149), mRNA","AAEL801149","XM_001653746",0,"010","CONTIG"
"377","CONTIG11365",2,"Anopheles gambiae str. PEST AGAP000713-PA (AgaP_AGAP000713) mRNA, complete cds","AgaP_AGAP000713","XM_311247",0,"X01","CONTIG"
"378","CONTIG13991",2,"Aedes aegypti AAEL009496-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660119",0,"010","CONTIG"
"379","F5BTJ3O01A9MXK",3,"Aedes aegypti AAEL001399-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659124",1,"010","SINGLETON"
"380","CONTIG14030",2,"Aedes aegypti AAEL014936-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649980",0,"X01","CONTIG"
"381","F5BTJ3O01EXVV4",3,"Aedes aegypti AAEL017010-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_011494946",1,"X10","SINGLETON"
"382","CONTIG11323",2,"Culex quinquefasciatus splicing factor 3B subunit 2, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001870797",0,"010","CONTIG"
"383","CONTIG11312",2,"Aedes aegypti AAEL013876-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657136",0,"010","CONTIG"
"384","CONTIG14370",2,"Aedes aegypti AAEL001959-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660755",0,"X01","CONTIG"
"385","F5BTJ3O02I2BLG",3,"PREDICTED: Papilio machaon RNA-directed DNA polymerase from mobile element jockey-like (LOC106707841), mRNA","LOC106707841","XM_014499288",5,"010","SINGLETON"
"386","CONTIG07432",3,"Aedes aegypti AAEL000583-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648618",1,"X10","CONTIG"
"387","CONTIG11328",2,"Culex quinquefasciatus excitatory amino acid transporter 3, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001842751",0,"101","CONTIG"
"388","CONTIG11327",2,"Aedes aegypti AAEL003352-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656630",0,"010","CONTIG"
"389","CONTIG14334",2,"Anopheles gambiae str. PEST AGAP002878-PA (AgaP_AGAP002878) mRNA, complete cds","AgaP_AGAP002878","XM_312035",0,"010","CONTIG"
"390","CONTIG11279",2,"Aedes aegypti AAEL007373-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652664",0,"101","CONTIG"
"391","CONTIG13049",2,"Culex quinquefasciatus maltose phosphorylase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001850718",0,"X10","CONTIG"
"392","CONTIG11301",2,"Culex quinquefasciatus predicted protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001843590",0,"010","CONTIG"
"393","CONTIG11294",2,"Aedes aegypti AAEL008069-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658812",0,"101","CONTIG"
"394","CONTIG11284",2,"Culex quinquefasciatus eukaryotic translation initiation factor 3 subunit 10, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844315",0,"X10","CONTIG"
"395","CONTIG14090",2,"Aedes aegypti AAEL005349-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650734",0,"010","CONTIG"
"396","CONTIG14071",2,"Aedes aegypti AAEL010688-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660972",0,"101","CONTIG"
"397","CONTIG11387",3,"Aedes aegypti AAEL002070-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654516",1,"X01","CONTIG"
"398","CONTIG11370",2,"Anopheles gambiae str. PEST AGAP009759-PA (AgaP_AGAP009759) mRNA, complete cds","AgaP_AGAP009759","XM_318845",0,"X01","CONTIG"
"399","CONTIG14260",2,"Drosophila pseudoobscura pseudoobscura GA21555 (Dpse\GA21555), partial mRNA","Dpse\GA21555","XM_001357159",0,"101","CONTIG"
"400","CONTIG11360",2,"Culex quinquefasciatus 3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase, mRNA","or 20-beta","XM_001870435",0,"010","CONTIG"
"401","F5BTJ3O01AWBC1",3,"Aedes aegypti AAEL013561-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663690",2,"X10","SINGLETON"
"402","CONTIG14165",2,"PREDICTED: Microplitis demolitor protein krueppel (LOC103578488), mRNA","LOC103578488","XM_008559614",0,"010","CONTIG"
"403","CONTIG13315",2,"Aedes aegypti AAEL013757-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663913",0,"X01","CONTIG"
"404","CONTIG12713",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862943",0,"010","CONTIG"
"405","CONTIG13359",2,"Aedes aegypti AAEL009153-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653648",0,"010","CONTIG"
"406","F5BTJ3O02GDLSU",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849919",2,"010","SINGLETON"
"407","CONTIG13312",2,"PREDICTED: Aplysia californica histone H3 (LOC101855680), mRNA","LOC101855680","XM_005110385",0,"101","CONTIG"
"408","CONTIG13374",2,"Aedes aegypti AAEL017320-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_011494651",0,"010","CONTIG"
"409","CONTIG12595",2,"Culex quinquefasciatus trypsin II-P29, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862442",0,"010","CONTIG"
"410","CONTIG13010",2,"Aedes aegypti AAEL007085-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658067",0,"010","CONTIG"
"411","CONTIG13039",2,"Aedes aegypti AAEL011288-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661520",0,"X10","CONTIG"
"412","CONTIG13054",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001847245",0,"0X1","CONTIG"
"413","CONTIG12831",2,"Culex quinquefasciatus alpha-aminoadipic semialdehyde synthase, mitochondrial, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001842034",0,"X01","CONTIG"
"414","CONTIG12806",2,"Aedes aegypti AAEL011479-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655345",0,"X01","CONTIG"
"415","F5BTJ3O02HHGOX",3,"Culex quinquefasciatus cathepsin B, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001865988",1,"X01","SINGLETON"
"416","CONTIG13190",2,"Aedes aegypti AAEL013326-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663421",0,"X01","CONTIG"
"417","CONTIG12201",2,"PREDICTED: Stomoxys calcitrans uncharacterized LOC106092967 (LOC106092967), ncRNA","LOC106092967","XR_001222271",0,"101","CONTIG"
"418","F5BTJ3O02IDPRO",3,"Culex quinquefasciatus microtubule-associated protein futsch, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001863454",3,"011","SINGLETON"
"419","CONTIG13775",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001865207",0,"010","CONTIG"
"420","CONTIG13776",2,"Aedes aegypti AAEL011476-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655347",0,"010","CONTIG"
"421","CONTIG13916",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001841641",0,"X01","CONTIG"
"422","CONTIG13554",2,"Culex quinquefasciatus hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001869570",0,"010","CONTIG"
"423","CONTIG12391",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001841751",0,"X01","CONTIG"
"424","CONTIG13667",2,"Aedes aegypti AAEL003397-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656713",0,"010","CONTIG"
"425","CONTIG12251",2,"Culex quinquefasciatus 60S ribosomal protein L21, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001843800",0,"010","CONTIG"
"426","F5BTJ3O02FWN1I",3,"Aedes aegypti AAEL006868-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652241",2,"010","SINGLETON"
"427","CONTIG13591",2,"Culex quinquefasciatus kek1, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001866170",0,"011","CONTIG"
"428","F5BTJ3O02FUX9T",3,"Culex quinquefasciatus gawky, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001854361",2,"X01","SINGLETON"
"429","CONTIG09714",2,"Lottia gigantea hypothetical protein partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_009062491",0,"010","CONTIG"
"430","CONTIG02669",2,"Aedes aegypti AAEL013491-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663626",0,"010","CONTIG"
"431","CONTIG09767",2,"Aedes aegypti AAEL004377-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648942",0,"X10","CONTIG"
"432","CONTIG09594",2,"Aedes aegypti AAEL014501-RA (MED10_AEDAE), mRNA","MED10_AEDAE","XM_001648825",0,"010","CONTIG"
"433","F5BTJ3O01ANIHC",3,"Culex quinquefasciatus nuclear receptor co-repressor 1, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844124",2,"010","SINGLETON"
"434","CONTIG09570",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001841775",0,"010","CONTIG"
"435","CONTIG09675",2,"Aedes aegypti AAEL000958-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657419",0,"010","CONTIG"
"436","CONTIG09688",2,"Aedes aegypti AAEL013272-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663386",0,"010","CONTIG"
"437","CONTIG09625",3,"Culex quinquefasciatus serine protease, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001850740",1,"011","CONTIG"
"438","CONTIG09644",2,"PREDICTED: Apis dorsata neuronal calcium sensor 2-like (LOC102678129), transcript variant X1, mRNA","LOC102678129","XM_006619403",0,"X01","CONTIG"
"439","CONTIG10014",2,"Culex quinquefasciatus beta-1,3-galactosyltransferase 6, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001870884",0,"101","CONTIG"
"440","F5BTJ3O01B4M5K",3,"PREDICTED: Stomoxys calcitrans uncharacterized LOC106084426 (LOC106084426), mRNA","LOC106084426","XM_013248104",4,"XX0","SINGLETON"
"441","CONTIG10070",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862160",0,"010","CONTIG"
"442","CONTIG10051",2,"Aedes aegypti AAEL004779-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649679",0,"010","CONTIG"
"443","F5BTJ3O01CWDFZ",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001842211",1,"010","SINGLETON"
"444","CONTIG09853",2,"Aedes aegypti AAEL012368-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662468",0,"010","CONTIG"
"445","CONTIG09936",2,"Aedes aegypti AAEL008088-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653040",0,"010","CONTIG"
"446","F5BTJ3O01DA1YB",2,"Culex quinquefasciatus outspread, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001850552",0,"010","SINGLETON"
"447","CONTIG09924",2,"PREDICTED: Tribolium castaneum cytochrome b5-related protein-like (LOC103313875), mRNA","LOC103313875","XM_008198278",0,"010","CONTIG"
"448","CONTIG09929",2,"Aedes aegypti AAEL005914-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651542",0,"010","CONTIG"
"449","F5BTJ3O02GZ92V",2,"PREDICTED: Trichogramma pretiosum basic endochitinase CHB4-like (LOC106650823), mRNA","LOC106650823","XM_014369042",0,"010","SINGLETON"
"450","CONTIG09277",2,"Aedes aegypti AAEL004691-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649547",0,"010","CONTIG"
"451","F5BTJ3O01EOK2F",3,"Culex quinquefasciatus CD109 antigen, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001870296",2,"X10","SINGLETON"
"452","CONTIG09048",2,"PREDICTED: Trichogramma pretiosum uncharacterized LOC106653676 (LOC106653676), mRNA","LOC106653676","XM_014373208",0,"101","CONTIG"
"453","CONTIG09053",2,"Aedes aegypti AAEL001536-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659512",0,"0X1","CONTIG"
"454","CONTIG09077",2,"Aedes aegypti AAEL005796-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651418",0,"010","CONTIG"
"455","CONTIG09134",3,"Aedes aegypti AAEL004389-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648987",1,"X01","CONTIG"
"456","F5BTJ3O02F2S2R",3,"Aedes aegypti AAEL004389-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648987",3,"011","SINGLETON"
"457","CONTIG09139",2,"Aedes aegypti AAEL015064-RB mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650395",0,"010","CONTIG"
"458","CONTIG09093",2,"Anopheles gambiae str. PEST AGAP008626-PA (AgaP_AGAP008626) mRNA, partial cds","AgaP_AGAP008626","XM_314721",0,"010","CONTIG"
"459","CONTIG09110",2,"Aedes aegypti AAEL011485-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661656",0,"X10","CONTIG"
"460","CONTIG09461",2,"Aedes aegypti AAEL006153-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657476",0,"010","CONTIG"
"461","CONTIG09477",2,"Drosophila yakuba GE18936 (Dyak\GE18936), partial mRNA","Dyak\GE18936","XM_002089068",0,"011","CONTIG"
"462","CONTIG18913",2,"Aedes aegypti AAEL010757-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654811",0,"101","CONTIG"
"463","CONTIG10130",3,"Aedes aegypti AAEL002004-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660724",1,"010","CONTIG"
"464","CONTIG09486",2,"Aedes aegypti AAEL004350-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648951",0,"010","CONTIG"
"465","CONTIG09504",2,"Aedes aegypti AAEL003912-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001647946",0,"010","CONTIG"
"466","F5BTJ3O02IG6VH",3,"Drosophila yakuba GE11339 (Dyak\GE11339), partial mRNA","Dyak\GE11339","XM_002086024",3,"101","SINGLETON"
"467","CONTIG09328",2,"Culex quinquefasciatus hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001861929",0,"101","CONTIG"
"468","F5BTJ3O02I4UT1",2,"Anopheles gambiae str. PEST AGAP005527-PA (AgaP_AGAP005527) mRNA, complete cds","AgaP_AGAP005527","XM_315527",0,"X01","SINGLETON"
"469","CONTIG09345",2,"Aedes aegypti AAEL012420-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655986",0,"101","CONTIG"
"470","CONTIG09351",2,"Aedes aegypti AAEL012398-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662484",0,"X10","CONTIG"
"471","CONTIG09360",2,"Anopheles gambiae str. PEST AGAP012207-PA (AgaP_AGAP012207) mRNA, complete cds","AgaP_AGAP012207","XM_320325",0,"010","CONTIG"
"472","CONTIG10895",2,"Aedes aegypti AAEL002040-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660711",0,"010","CONTIG"
"473","CONTIG10822",2,"Aedes aegypti AAEL009659-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660246",0,"101","CONTIG"
"474","CONTIG10702",2,"Aedes aegypti AAEL005989-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657301",0,"X01","CONTIG"
"475","F5BTJ3O01CUW34",3,"Culex quinquefasciatus zinc finger protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001847574",1,"X10","SINGLETON"
"476","CONTIG10711",3,"Aedes aegypti AAEL014683-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649265",1,"X10","CONTIG"
"477","CONTIG10722",2,"Culex quinquefasciatus malic enzyme, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001850861",0,"101","CONTIG"
"478","CONTIG10762",2,"Culex quinquefasciatus glycoside hydrolase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001850269",0,"101","CONTIG"
"479","CONTIG11156",2,"Aedes aegypti AAEL000173-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658854",0,"X10","CONTIG"
"480","CONTIG11150",2,"Culex quinquefasciatus malate dehydrogenase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001868596",0,"101","CONTIG"
"481","F5BTJ3O01EFARJ",3,"PREDICTED: Linepithema humile uncharacterized LOC105669426 (LOC105669426), mRNA","LOC105669426","XM_012362388",6,"010","SINGLETON"
"482","CONTIG11219",2,"Aedes aegypti AAEL004693-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649551",0,"010","CONTIG"
"483","CONTIG10985",2,"Aedes aegypti AAEL005935-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651649",0,"110","CONTIG"
"484","CONTIG10987",2,"Aedes aegypti AAEL000679-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650196",0,"010","CONTIG"
"485","F5BTJ3O01EC4SC",3,"Aedes aegypti AAEL014814-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649588",3,"101","SINGLETON"
"486","CONTIG11005",2,"Aedes aegypti AAEL005419-RA (TWF_AEDAE), partial mRNA","TWF_AEDAE","XM_001650794",0,"101","CONTIG"
"487","CONTIG11098",2,"Culex quinquefasciatus 40S ribosomal protein S27, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001847149",0,"010","CONTIG"
"488","CONTIG11099",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001865421",0,"X01","CONTIG"
"489","CONTIG11054",2,"Aedes aegypti AAEL002625-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655631",0,"010","CONTIG"
"490","F5BTJ3O02JYK3T",3,"Aedes aegypti AAEL012811-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656212",1,"010","SINGLETON"
"491","F5BTJ3O01AM7SD",2,"PREDICTED: Linepithema humile uncharacterized LOC105669663 (LOC105669663), mRNA","LOC105669663","XM_012362718",0,"011","SINGLETON"
"492","CONTIG10238",2,"Aedes aegypti AAEL006066-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657357",0,"010","CONTIG"
"493","CONTIG10244",2,"Aedes aegypti AAEL002881-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656041",0,"010","CONTIG"
"494","CONTIG10249",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001843225",0,"010","CONTIG"
"495","CONTIG10266",2,"Culex quinquefasciatus sodium/calcium exchanger, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001847347",0,"101","CONTIG"
